Name,Shirtnumber,Nationality,Position,Age,Minutes,Goals,Assists,Pens Made,Pens Att,Shots,Shots on Target,Cards Yellow,Cards Red,Touches,Tackles,Interceptions,Blocks,XG,NPXG,XG Assist,SCA,GCA,Passes Completed,Passes,Passes %,Progressive Passes,Carries,Progressive Carries,Take Ons,Take Ons Won,GC (Goles en contra),Salvadas,PSxG,Opponent Team,Match Date,Puntuation,Team Style,Year,Month,Day,Reward
Iván Villar,1,esESP,GK,27-048,90,0,0,0,0,0,0,0,0,35,0,0,0,0.0,0.0,0.0,0,0,23,30,76.7,0,14,0,0,0,4,5,4.6,Villarreal,"August 26, 2024",1.0
16 Players,0,0,0,0,990,3,1,0,0,20,7,3,0,689,10,5,5,2.7,2.7,2.0,36,5,524,595,88.1,51,434,22,15,10,4,0,0,Villarreal,"August 26, 2024",52.0

Mikel Oyarzabal,10,esESP,FW,27-168,90,0,1,0,0,3,1,0,0,24,0,0,0,0.2,0.2,0.0,1,1,14,18,77.8,0,22,0,0,0,1,0,0,Atlético Madrid,"October 6, 2024",6.0
Sheraldo Becker,11,srSUR,LM,29-240,60,0,0,0,0,0,0,0,0,36,0,1,1,0.0,0.0,0.0,0,0,24,34,70.6,1,29,3,0,0,1,0,0,Atlético Madrid,"October 6, 2024",4.0
Ander Barrenetxea,7,esESP,LM,22-284,30,0,0,0,0,1,0,0,0,23,2,0,0,0.1,0.1,0.1,1,0,13,17,76.5,1,16,1,4,1,1,0,0,Atlético Madrid,"October 6, 2024",2.0
Sergio Gómez,17,esESP,LB,24-032,90,0,0,0,0,0,0,0,0,109,3,0,1,0.0,0.0,0.2,4,0,84,100,84.0,8,78,5,2,2,1,0,0,Atlético Madrid,"October 6, 2024",9.0
Luka Sučić,24,hrCRO,CM,22-028,90,1,0,0,0,2,1,0,0,58,0,0,2,0.0,0.0,0.0,2,0,42,46,91.3,3,46,2,4,2,1,0,0,Atlético Madrid,"October 6, 2024",12.0
Takefusa Kubo,14,jpJPN,RM,23-124,90,0,0,0,0,3,1,0,0,64,2,1,3,0.2,0.2,0.3,4,0,35,43,81.4,3,48,9,10,6,1,0,0,Atlético Madrid,"October 6, 2024",11.0
Martín Zubimendi,4,esESP,DM,25-247,90,0,0,0,0,1,1,0,0,92,3,0,0,0.1,0.1,0.2,6,0,73,81,90.1,11,76,4,1,1,1,0,0,Atlético Madrid,"October 6, 2024",9.0
Javi López,12,esESP,LB,22-195,45,0,0,0,0,1,0,0,0,42,1,0,0,0.0,0.0,0.0,0,0,30,37,81.1,2,30,3,0,0,1,0,0,Atlético Madrid,"October 6, 2024",4.0
Brais Méndez,23,esESP,CM,27-273,45,0,0,0,0,2,0,0,0,36,0,0,0,0.3,0.3,0.0,2,0,28,32,87.5,5,32,3,1,0,1,0,0,Atlético Madrid,"October 6, 2024",5.0
Nayef Aguerd,21,maMAR,CB,28-190,90,0,0,0,0,1,1,0,0,116,2,2,1,0.1,0.1,0.0,3,0,95,106,89.6,5,89,2,1,1,1,0,0,Atlético Madrid,"October 6, 2024",7.0
